#cliente,rango_precio,Gama_Productos,Facturacion,Margen_Bruto,Facturacion_s_#Producto,Margen_s_Facturacion
C_1019,2,2.7345838134314517,11.39262376628045,10.210025539499188,6.084138326319184,4.517378990937167
C_102,1,2.381348269359065,13.696140381286789,13.941006737904376,7.796306273353484,5.680876887716356
C_1020,2,2.270559696343649,11.571989100943146,10.636834195011248,6.684057603534916,4.730718191674009
C_1021,5,1.6445917750824914,8.623648599472203,7.201488359628584,5.433958478358141,5.131721160682501
C_1022,5,1.2970631156682209,11.17761778941323,10.07017862202317,7.367459267880614,4.730718191674009
C_1023,4,2.6358605813677958,11.76825997679527,11.514597481841596,6.4217488506472415,6.018820404601429
C_1024,1,2.270559696343649,9.432185183541106,9.08289105715794,5.33124842476854,7.207248073934451
C_1025,1,2.7345838134314517,11.047198177729358,10.057775624024188,5.869234478783878,4.935190570654566
C_1026,1,1.2970631156682209,8.008921160818991,7.216972906312034,5.355230815241324,6.930546806463588
C_1027,4,2.476995768343645,10.062224634109525,9.462506476604728,5.523107420704274,6.180641132391556
C_1028,1,2.063396506412214,10.30998732184327,8.375577608943575,6.115624822102846,3.5488114820279844
C_1029,3,2.270559696343649,8.948703876646453,8.478625734932328,5.00619668504856,7.207248073934451
C_103,4,1.7731684932201213,12.261525511211584,12.883314358468994,7.569020087046303,7.472838364834151
C_1030,1,1.7731684932201213,10.000002777161736,9.426043643574328,6.207177848314716,6.338151758510183
C_1031,5,0.6703419256156978,6.428561549748797,4.565483293492838,4.828389752187312,4.935190570654566
C_1032,3,2.4308125988704004,10.92837634490696,10.92601056360216,6.1237519329875045,7.07036443152918
C_1033,3,2.920262230225199,11.845898677480657,12.161128392165368,6.156304190190081,7.07036443152918
C_1034,2,2.270559696343649,12.990052722502668,11.502854033169,7.511027044240037,3.2679532452260083
C_1035,4,2.207916221723776,11.61724763703546,11.058678310676328,6.7743741975516505,5.503950432487359
C_1036,4,0.0,9.417722432395712,8.90562832031948,7.374829424795617,6.787620025518771
C_1037,1,0.6703419256156978,7.145114162564673,5.055008530080754,5.336102268765639,4.29405861764814
C_1038,1,2.7931509289027567,12.758460514556567,12.049242004001089,6.841066002315484,4.517378990937167
C_1039,3,1.2970631156682209,9.3169200642429,9.29998121596434,6.221577567541575,8.213334207833213
C_104,1,2.764510057745658,11.15675813824932,9.21419805257812,5.904439563056259,3.2679532452260083
C_1040,2,0.0,8.600080801734194,7.844057436471512,6.864470957277836,6.641391228383032
C_1041,2,0.0,5.907806580267,4.678121164989019,5.034751001363941,6.641391228383032
C_1042,3,2.476995768343645,11.376421268579676,11.500372206782927,6.351917904912219,6.930546806463588
C_1043,1,0.6703419256156978,7.41394413828664,5.575280377611587,5.521187534454572,4.730718191674009
C_1044,5,2.139264461500076,10.14023416547931,8.999160743076597,5.930137710633695,5.131721160682501
C_1045,3,3.1976917901952904,12.522104772468646,12.645722295695869,6.248072302820042,6.180641132391556
C_1046,1,2.139264461500076,11.07217120897722,10.187047880137737,6.512945726593449,5.131721160682501
C_1047,2,0.0,7.590557367614119,6.611829874289498,6.206370019099269,6.641391228383032
C_1048,3,1.0420591013806992,10.1042506234254,10.5230673185613,6.9443967771887385,8.66801206346729
C_1049,1,2.381348269359065,10.432838265638807,10.796596066725591,5.864253184090743,8.329636310303615
C_105,2,2.476995768343645,11.238172235605644,10.050846955242926,6.266994679992429,4.517378990937167
C_1050,1,1.7731684932201213,12.761682918967836,11.856388641333732,7.852141144219125,4.29405861764814
C_1051,1,1.0420591013806992,8.170919629851518,6.65682236278528,5.702685982858213,5.131721160682501
C_1052,4,2.6358605813677958,11.780971441274476,11.55753260874177,6.42906562857769,6.018820404601429
C_1053,5,1.7731684932201213,9.567021852455325,9.019537940679232,5.930137710633695,6.641391228383032
C_1054,1,1.8830020746555904,12.222319840927394,10.98041107687509,7.444457140854395,4.059395069164631
C_1055,3,1.0420591013806992,9.666029118833125,10.02637849688918,6.672643604339496,8.88549535969135
C_1056,1,1.0420591013806992,8.527771259484991,7.601107352498728,5.940414033268312,6.338151758510183
C_1057,1,1.0420591013806992,8.527771259484991,7.601107352498728,5.940414033268312,6.338151758510183
C_1058,1,1.0420591013806992,9.035303239293498,8.29331221805335,6.271468449289619,6.491647292530444
C_1059,1,1.0420591013806992,8.527771259484991,7.601107352498728,5.940414033268312,6.338151758510183
C_106,3,3.1006567068565967,14.479944297452812,16.191294153965877,7.482276098786259,7.728440045302505
C_1060,1,1.2970631156682209,8.673597319931963,7.777949989054454,5.80189602770646,6.338151758510183
C_1061,4,2.207916221723776,9.65444509349417,9.48189742159462,5.545794175629581,7.472838364834151
C_1062,5,1.490013270654922,12.00136242765135,11.751983992602108,7.675935939674816,5.8523575730976125
C_1063,1,1.9787074483172384,11.3621716179263,12.550979458543448,6.847424964763738,9.602632814360444
C_1064,4,1.6445917750824914,6.860935064048838,5.798423597962562,4.196212877007492,6.787620025518771
C_1065,1,2.063396506412214,12.803991166688398,13.737141609621233,7.605853679327034,7.601824875222201
C_1066,3,0.0,7.774666789430319,8.291348923073878,6.3287834382128585,11.12610123606058
C_1067,3,0.0,9.313832467776864,2.873946800857416,7.311063436462914,0.0
C_1068,2,1.2970631156682209,10.339685987427414,9.91295157642416,6.863438231523916,6.491647292530444
C_1069,2,1.0420591013806992,9.699485068623328,9.039671215207724,6.693584506146048,6.338151758510183
C_107,3,2.476995768343645,11.2487716464655,10.36707187740113,6.273695730190635,5.131721160682501
C_1070,1,2.5202901973669567,13.975017665299092,13.051116506921216,7.811926447986762,3.5488114820279844
C_1071,1,3.006709525706561,11.599402291798448,11.64455834152106,5.905625989412198,6.641391228383032
C_1072,5,2.561022718331514,11.283532834902296,10.971318763883849,6.205561352895301,6.180641132391556
C_1073,1,0.0,6.091120967671204,5.226043208688697,5.167191385771447,7.728440045302505
C_1074,1,0.6703419256156978,12.27839730410826,11.369830668157954,8.5145594555684,4.517378990937167
C_1075,1,1.6445917750824914,10.392563559100308,8.593672617013427,6.576154289017537,3.811695200781606
C_1076,5,2.270559696343649,9.628299102328716,8.550626312198956,5.461343595769846,5.503950432487359
C_1077,2,0.0,7.583274821696732,6.529732355312509,6.201505407024926,6.491647292530444
C_1078,2,2.920262230225199,12.021309384986266,11.505951643914482,6.263246802625801,5.3210875196363165
C_1079,1,2.270559696343649,10.371611916185232,10.058466986634116,5.941547625325183,6.641391228383032
C_108,2,2.7032572088154123,13.375660742816006,14.410463496738588,7.291211427538939,7.341357390819898
C_1080,4,1.8830020746555904,9.86910939851104,9.70913786737488,6.01607064383512,7.341357390819898
C_1081,5,1.490013270654922,8.62152409097199,8.029767999222388,5.5840116178346015,7.07036443152918
C_1082,1,2.4308125988704004,10.005635038543018,8.504702960081211,5.536419330289105,4.517378990937167
C_1083,4,2.381348269359065,11.64940802559311,11.921656552847727,6.617167873424279,7.07036443152918
C_1084,2,0.0,8.037136585580834,7.408857217487779,6.5014275406012345,7.341357390819898
C_1085,2,1.6445917750824914,8.788165330747033,7.011357029751236,5.545794175629581,4.29405861764814
C_1086,4,1.490013270654922,8.866803931996854,7.625061745402978,5.747350568620819,5.503950432487359
C_1087,1,2.270559696343649,8.638945722360614,6.628858560524625,4.796181627902779,4.059395069164631
C_1088,1,1.490013270654922,9.742126391176164,9.51436668497423,6.31414243133906,7.341357390819898
C_1089,1,0.0,6.64312108531982,0.7086834067440492,5.558737219966197,0.0
C_109,3,2.5994683380225028,10.770806990627705,9.926421755299524,5.844008283636035,5.3210875196363165
C_1090,2,2.764510057745658,10.638942924854948,9.61361132808042,5.576871493329248,5.131721160682501
C_1091,3,2.381348269359065,12.71548511740332,12.220616623847524,7.244466122853525,4.935190570654566
C_1092,1,2.063396506412214,11.290213389885997,10.80388279076157,6.721058732339131,5.8523575730976125
C_1093,2,2.6703993857200565,12.062755916820995,12.17763659830299,6.561982135208465,6.491647292530444
C_1094,1,2.063396506412214,10.358380370430732,11.126504724930886,6.1458943571671325,9.504004050197056
C_1095,4,2.270559696343649,12.62707650147784,12.36392862552459,7.3041846735712115,5.3210875196363165
C_1096,2,1.2970631156682209,10.24382040504254,10.392420341779037,6.804737537348213,7.852797403926838
C_1097,1,1.6445917750824914,9.609505723180275,7.630994258471506,6.082246198412069,3.811695200781606
C_1098,3,2.764510057745658,11.56618161633983,11.12916601189786,6.158025771014849,5.680876887716356
C_1099,3,2.063396506412214,11.888019582399684,12.423393930984895,7.077500033470039,7.472838364834151
C_11,1,1.9787074483172384,9.489007646891798,7.125757356704902,5.673044056819913,3.2679532452260083
C_110,3,2.986153717136201,12.890133047196194,12.788946563820396,6.7068106975653565,5.503950432487359
C_1100,4,2.5202901973669567,11.191074576967829,10.73863076471102,6.191684291011218,5.8523575730976125
C_1101,2,1.6445917750824914,8.481721339038621,8.027458419454398,5.338518286978986,7.601824875222201
C_1102,1,2.820607993743636,10.933230595306304,10.580598037702275,5.701153092106321,6.338151758510183
C_1103,2,2.9649236671901003,14.310846898176022,17.583678574646513,7.536178836926803,11.68597278409776
C_1104,2,0.0,7.167489584576353,7.370918220258761,5.920889450938608,10.530317534946438
C_1105,1,1.2970631156682209,9.155114120860585,6.075914081017266,6.117438149223156,2.2719537585844494
C_1106,1,2.6703993857200565,11.405547520208987,9.67673206678619,6.162313212882532,3.5488114820279844
C_1107,1,1.7731684932201213,9.801136376629843,10.33604951205037,6.0803494945458905,9.303099464194302
C_1108,1,2.6703993857200565,11.571431773697338,10.788821516674654,6.264748118863979,5.131721160682501
C_1109,5,1.9787074483172384,8.499406760515814,7.445902292057019,5.009821049146799,6.018820404601429
C_111,1,1.490013270654922,10.603300858391398,10.14807272244791,6.849532865661823,6.180641132391556
C_1110,1,1.9787074483172384,10.35032135731632,9.4330018934507,6.225530767434636,5.503950432487359
C_1111,2,2.7931509289027567,12.349743564834638,12.315066698879368,6.600344043027908,6.018820404601429
C_1112,5,0.6703419256156978,8.594662794243007,8.036676983273951,6.31132211936772,7.207248073934451
C_1113,5,0.6703419256156978,8.594662794243007,8.036676983273951,6.31132211936772,7.207248073934451
C_1114,4,0.0,6.480639446998635,4.897815340048719,5.4446019376063655,5.503950432487359
C_1115,1,1.490013270654922,9.02334076422441,7.76711442718109,5.850390634327917,5.3210875196363165
C_1116,1,1.0420591013806992,9.311047282443644,6.371021282115498,6.448245315722398,2.2719537585844494
C_1117,1,0.0,8.869430881109325,8.619615913376915,7.034768633873347,7.852797403926838
C_1118,1,1.7731684932201213,10.32015175580038,8.756951018526527,6.408152429525133,4.29405861764814
C_1119,4,1.490013270654922,7.993258333336111,6.461948672164309,5.158198774540933,5.131721160682501
C_112,1,2.5994683380225028,12.379276451161298,11.956257820386964,6.824932249823327,5.3210875196363165
C_1120,1,0.0,8.111003865517755,7.5950617864273395,6.549623344242162,7.601824875222201
C_1121,5,1.9787074483172384,10.480532221377947,9.325528069306174,6.307782278036973,4.935190570654566
C_1122,3,2.5994683380225028,10.135974554054732,8.713437122136419,5.43609847355088,4.517378990937167
C_1123,5,2.820607993743636,10.513327227673132,9.189197374980177,5.431812772118658,4.517378990937167
C_1124,3,2.5202901973669567,9.855958522563462,8.469840676445179,5.340927093000126,4.730718191674009
C_1125,2,0.0,4.384259110809755,0.0,3.884817828191676,0.0
C_1126,1,3.117896388553606,13.320290203300816,13.799805179440732,6.80955935810556,6.338151758510183
C_1127,1,2.7345838134314517,10.201115935389822,9.242167453131556,5.328810512539577,5.503950432487359
C_1128,4,2.5202901973669567,11.201317757468146,10.237084296808614,6.198245408743509,4.935190570654566
C_1129,3,1.7731684932201213,10.14431692287082,6.350800127554449,6.298502545071888,1.3847894441803488
C_113,3,2.139264461500076,9.734334790492776,9.668102199544158,5.668261239815483,7.728440045302505
C_1130,1,1.9787074483172384,10.850779507613163,9.884931478500414,6.537062960351908,5.131721160682501
C_1131,3,1.490013270654922,9.282858674879275,9.178862508707468,6.019156042373135,7.975001891283273
C_1132,1,1.2970631156682209,8.609238572506772,7.121667465748322,5.758849070565212,4.935190570654566
C_1133,2,1.490013270654922,8.395112392149215,6.804589951855805,5.431812772118658,4.935190570654566
C_1134,1,2.6703993857200565,11.091436314625632,9.28706248101172,5.968275986785129,3.5488114820279844
C_1135,1,2.6703993857200565,10.229382934111882,9.18805216664906,5.418816900573144,5.3210875196363165
C_1136,5,1.2970631156682209,9.47025208419784,7.482095935914182,6.319752535916835,3.811695200781606
C_1137,1,1.8830020746555904,9.263074056909668,8.695092659350887,5.622181140027071,6.787620025518771
C_1138,5,1.0420591013806992,9.722220990769692,8.839299907107748,6.707656202526734,5.8523575730976125
C_1139,1,2.063396506412214,12.125029731668006,10.100132852312568,7.216290293249636,2.965384384152863
C_114,4,1.6445917750824914,9.217245970436558,8.171116745049012,5.828477368011783,5.680876887716356
C_1140,5,2.5202901973669567,11.819148840719578,11.524122807884009,6.575150604270001,5.8523575730976125
C_1141,1,2.381348269359065,11.988678957660111,11.216331927119771,6.820207036081373,4.935190570654566
C_1142,1,1.9787074483172384,9.835256785728031,8.779019377200765,5.898480547527667,5.3210875196363165
C_1143,3,2.7032572088154123,12.723468648178187,12.186267758418843,6.916647312809128,4.935190570654566
C_1144,3,0.0,11.091037778659576,9.588426122760154,8.360916440489984,4.059395069164631
C_1145,1,2.139264461500076,11.04389893648057,9.909944013495195,6.4958816524716925,4.730718191674009
C_1146,4,0.0,9.835050162819112,9.62606714113796,7.627897210630062,7.341357390819898
C_1147,1,2.3281261485163607,12.312014906497415,11.637075357903576,7.064404575512855,4.935190570654566
C_1148,1,2.3281261485163607,9.752956692412786,8.533766456393103,5.48179154052752,5.131721160682501
C_1149,3,2.561022718331514,11.572267678281367,11.638516732787332,6.382803018432906,6.787620025518771
C_115,4,2.270559696343649,9.164176442951298,8.671873231211867,5.152147918765867,7.07036443152918
C_1150,4,1.6445917750824914,9.103000378424651,6.849206202058212,5.7531206263407615,3.5488114820279844
C_1151,1,2.4308125988704004,10.982814291709683,10.30206814214469,6.158025771014849,5.503950432487359
C_1152,5,0.6703419256156978,8.020969156736413,6.758634524377304,5.933578048883508,5.680876887716356
C_1153,1,0.0,9.52414637369098,8.29331221805335,7.439831434484212,5.131721160682501
C_1154,1,1.6445917750824914,10.91852371024782,8.82229805106776,6.89811604694573,3.2679532452260083
C_1155,1,2.139264461500076,11.020404948269768,9.294610331044986,6.481273016832002,3.811695200781606
C_1156,3,0.6703419256156978,10.20392346272256,11.182700534823054,7.319573739449477,10.262343234745227
C_1157,4,2.9649236671901003,13.979069401130266,14.066621914038432,7.352316658493778,5.131721160682501
C_1158,2,1.0420591013806992,8.246840730301054,5.965839123986413,5.7531206263407615,3.5488114820279844
C_1159,4,2.6358605813677958,13.124560743735731,12.917461560081152,7.218661231334618,5.131721160682501
C_116,1,2.9649236671901003,12.774636605333392,12.43041466879886,6.662851009909193,5.131721160682501
C_1160,5,0.6703419256156978,11.948680372326198,11.183807015539967,8.3319439872841,4.935190570654566
C_1161,1,1.9787074483172384,9.85086491064794,8.57559745643011,5.907993507712449,4.935190570654566
C_1162,1,2.561022718331514,11.66478962172413,11.194102025306758,6.438714924364152,5.503950432487359
C_1163,5,0.6703419256156978,7.412547326985136,5.0714391951749365,5.521187534454572,3.5488114820279844
C_1164,1,2.6703993857200565,11.876588222611366,11.32053217858111,6.450019259883402,5.3210875196363165
C_1165,4,0.0,9.679608396671746,11.004572588541706,7.534209115150394,11.916278094030316
C_1166,1,2.4308125988704004,11.062677761899357,10.31227137428771,6.207177848314716,5.3210875196363165
C_1167,1,2.207916221723776,10.93708340274866,9.183463572506987,6.36058435607813,3.811695200781606
C_1168,5,0.6703419256156978,6.880500922566139,6.084051606279358,5.149105509877822,7.472838364834151
C_1169,4,1.0420591013806992,9.735450742691272,8.334005507514537,6.716060259611982,4.730718191674009
C_117,3,1.2970631156682209,8.695849416017495,8.239455800646,5.816625982796239,7.472838364834151
C_1170,5,2.9649236671901003,13.519432214279355,12.684113094987778,7.093428728711353,4.059395069164631
C_1171,4,2.6703993857200565,11.239885196339989,11.092325540921184,6.060152239707233,6.491647292530444
C_1172,4,2.5994683380225028,11.814778513643672,11.30126692752562,6.488611893833467,5.503950432487359
C_1173,5,1.8830020746555904,8.737277404686989,7.95174937739775,5.273226081535252,6.491647292530444
C_1174,2,0.0,6.483634018811346,5.642604561780822,5.446713820870925,7.601824875222201
C_1175,4,2.764510057745658,12.379461163143713,12.227791648926566,6.6492926298806685,5.680876887716356
C_1176,4,2.5994683380225028,11.826832430718053,11.336886081008528,6.4958816524716925,5.503950432487359
C_1177,4,0.0,9.063414561581244,8.79935599259703,7.156081909095529,7.728440045302505
C_1178,3,2.139264461500076,8.828994913651218,7.299496264700606,5.0657239430526655,4.935190570654566
C_1179,4,1.2970631156682209,10.313145276096186,9.841645658149254,6.84707307955903,6.338151758510183
C_118,4,2.4308125988704004,13.469839876163178,14.184198356979476,7.622041365255686,6.641391228383032
C_1180,2,1.2970631156682209,10.924046550608551,10.452041459364446,7.216937656698879,6.018820404601429
C_1181,3,2.820607993743636,13.86373011118036,14.767684887420616,7.442068130586779,6.787620025518771
C_1182,1,1.7731684932201213,11.201391166290424,11.758750365954684,6.947795130321567,8.095150733726634
C_1183,2,0.0,7.346521384620082,6.215973905919487,6.042416785163068,6.338151758510183
C_1184,4,2.476995768343645,11.711118863476766,11.4541657182084,6.555312428687618,6.018820404601429
C_1185,4,2.063396506412214,10.936904449320805,12.513441594678278,6.505835725635744,11.208143280127947
C_1186,4,1.490013270654922,7.465884720759037,5.181404245056302,4.791475841620164,3.811695200781606
C_1187,3,2.7931509289027567,11.577827183831817,10.815209683061369,6.133571858999575,5.131721160682501
C_1188,1,1.2970631156682209,7.567347524985887,5.631598658214617,5.048662138833509,4.517378990937167
C_1189,4,2.9649236671901003,11.767054604182189,11.853565750243863,6.057224011714151,6.641391228383032
C_119,3,2.764510057745658,12.935756841774888,12.835552753810171,6.974744321068924,5.503950432487359
C_1190,5,1.0420591013806992,9.614413396552065,8.962894947706257,6.6401186925241085,6.338151758510183
C_1191,5,1.0420591013806992,6.671621274824266,5.365488693932469,4.658630224834434,6.180641132391556
C_1192,2,0.0,9.309497348297814,8.764339690802416,7.3083958843305,6.787620025518771
C_1193,1,2.7032572088154123,10.392023557055747,9.432009589689349,5.487825713527336,5.3210875196363165
C_1194,1,2.476995768343645,9.607291187929585,8.345448488913467,5.224723197668828,5.131721160682501
C_1195,1,2.7345838134314517,10.48620164645537,9.318116430836676,5.511518503828249,4.935190570654566
C_1196,1,2.3281261485163607,9.814850151427084,8.57063335004651,5.523107420704274,4.935190570654566
C_1197,5,2.381348269359065,11.12612779596668,9.651585611474667,6.298502545071888,4.059395069164631
C_1198,4,2.872321495482612,11.712977593395882,11.613860112006323,6.129123520416371,6.338151758510183
C_1199,2,0.6703419256156978,8.061417367176444,5.480346311158593,5.960573411322662,2.965384384152863
C_12,1,2.476995768343645,13.67351230072467,12.232840110676756,7.689071871274785,3.2679532452260083
C_120,1,2.270559696343649,11.298227371538369,9.967675868044406,6.518370696628972,4.29405861764814
C_1200,1,2.381348269359065,11.105862710730824,11.46115488491515,6.286197997162753,7.728440045302505
C_1201,4,2.764510057745658,12.634487257578774,12.970308745597071,6.799510468352556,6.491647292530444
C_1202,3,2.6358605813677958,10.076727285804106,9.943483597859702,5.357590299423734,7.341357390819898
C_1203,4,1.490013270654922,9.282225190598703,7.978177461363892,6.019156042373135,5.131721160682501
C_1204,5,1.8830020746555904,10.829415386905584,9.099873415068704,6.617167873424279,3.811695200781606
C_1205,1,1.7731684932201213,9.6591857759545,7.788712547422557,5.989877134267587,3.811695200781606
C_1206,2,0.0,8.268117774234558,7.205373941995774,6.651569072813048,6.180641132391556
C_1207,4,1.9787074483172384,9.735450742691272,8.448563029324609,5.833688261813443,4.935190570654566
C_1208,3,2.139264461500076,11.31005778674326,11.032427653037464,6.657907396728678,6.180641132391556
C_1209,5,2.7032572088154123,12.980087453503163,13.256931337388377,7.065460620425071,6.180641132391556
C_121,1,2.139264461500076,10.60800962392086,9.641072012826656,6.226319008634398,5.131721160682501
C_1210,2,0.0,9.796461839343374,9.70998249939716,7.6047020045451506,7.601824875222201
C_1211,4,2.3281261485163607,10.285472100220744,8.169000344981681,5.827169269670955,3.2679532452260083
C_1212,2,0.0,6.0272698810642105,4.720730499191676,5.121198982134929,6.338151758510183
C_1213,5,2.063396506412214,12.45861778394138,9.478036754226595,7.409124867966004,1.861684017647301
C_1214,4,1.9787074483172384,10.15260649697784,9.167304831735052,6.100965088763675,5.3210875196363165
C_1215,1,1.6445917750824914,9.65087816915979,7.498276914847125,6.109244913998284,3.5488114820279844
C_1216,4,0.0,8.832601640737316,6.505434250526698,7.011610944894495,3.2679532452260083
C_1218,1,2.561022718331514,11.607024894664772,11.39859164606433,6.403775740297549,6.180641132391556
C_1219,1,1.9787074483172384,11.306329546898697,11.237937299247488,6.813983354039993,6.641391228383032
C_122,1,2.764510057745658,11.678505623047457,11.35779697542561,6.22710645395261,5.8523575730976125
C_1220,1,2.7931509289027567,13.603755311542526,13.5020721410398,7.325567030780239,5.131721160682501
C_1221,1,1.0420591013806992,8.989954354211312,7.201488359628584,6.241918772797673,4.29405861764814
C_1222,4,2.270559696343649,9.03376596695974,8.690474695724394,5.0657239430526655,7.472838364834151
C_1223,1,1.6445917750824914,8.16329816743595,5.798423597962562,5.121198982134929,3.5488114820279844
C_1224,1,2.4308125988704004,11.581317950922069,11.74764061538345,6.524830671181703,6.930546806463588
C_1225,1,1.0420591013806992,9.544986771196417,5.827686646574794,6.59644631826262,1.3847894441803488
C_1226,3,2.3281261485163607,11.061537259898037,9.931632180754187,6.31414243133906,4.730718191674009
C_1227,5,2.872321495482612,11.142106250730158,10.97669699757681,5.774392471149796,6.491647292530444
C_1228,5,1.0420591013806992,10.118962440209971,10.020737367088293,6.953323411210648,7.341357390819898
C_1229,1,2.063396506412214,11.60745917517741,11.003758794997582,6.911491061024572,5.3210875196363165
C_123,1,1.7731684932201213,12.0180652642407,12.556307985636533,7.428870663961721,7.472838364834151
C_1230,5,2.561022718331514,11.735628693095997,10.57130977108215,6.481840029244274,4.29405861764814
C_1231,1,2.063396506412214,10.071910915589124,8.277539330927176,5.963883740248346,3.811695200781606
C_1232,4,2.7032572088154123,11.878766709067063,12.110498906472072,6.415598246339783,6.930546806463588
C_1233,1,2.139264461500076,9.963069611432749,9.556417157352753,5.816625982796239,6.787620025518771
C_1234,4,2.561022718331514,11.44933911759287,12.222096051483138,6.307782278036973,8.444135347473354
C_1235,1,2.561022718331514,14.120798632449985,13.69798612041535,7.850768539899946,4.29405861764814
C_1236,1,1.8830020746555904,9.677977043294238,9.19377047998031,5.892476233575643,6.787620025518771
C_1237,2,2.5202901973669567,12.502739913782808,11.16266854024262,6.97978459641786,3.811695200781606
C_1238,4,2.6358605813677958,11.634275126972584,11.996433129743448,6.340436834620547,7.341357390819898
C_1239,4,2.942975795799885,12.30322387132581,12.803202457453242,6.407528700610899,7.07036443152918
C_124,4,1.7731684932201213,10.001094789694507,9.467374834317422,6.2079848422461446,6.491647292530444
C_1240,4,2.942975795799885,12.30322387132581,12.788946563820396,6.407528700610899,7.07036443152918
C_1241,5,1.0420591013806992,10.352271160715196,9.09624870281167,7.095713227622696,4.730718191674009
C_1242,3,3.064712834626149,11.20080378301709,11.270578745011813,5.589325171794099,7.07036443152918
C_1243,1,0.0,6.486621186152613,4.741554779687716,5.448820168817385,5.131721160682501
C_1244,1,2.561022718331514,12.330067956226738,11.024799897088782,6.836083150406092,3.811695200781606
C_1245,5,1.0420591013806992,9.363854356881808,6.700522178208531,6.481840029244274,2.63591153681618
C_1246,3,2.764510057745658,11.726663376520458,11.618817665246755,6.256454833545723,6.338151758510183
C_1247,3,1.8830020746555904,8.659231009558987,7.585949978100072,5.219150227830892,5.8523575730976125
C_1248,3,2.3281261485163607,9.908369731099334,9.093827894506656,5.5840116178346015,5.8523575730976125
C_1249,1,0.0,4.991604744671712,0.0,4.354046071511912,0.0
C_125,4,2.561022718331514,11.301433237147664,11.590055453516833,6.216807129097444,7.472838364834151
C_1250,3,2.476995768343645,11.04579699637764,9.814829244980912,6.147638978374432,4.517378990937167
C_1251,1,0.6703419256156978,9.412006197918858,6.2380875266489015,6.832862579972098,1.861684017647301
C_1252,3,1.490013270654922,9.607291187929585,9.127407268441097,6.227893104970437,6.787620025518771
C_1253,2,0.0,8.373307247078731,3.5227338839842,6.719396201539071,0.0
C_1254,1,2.207916221723776,11.874896374976943,11.460203371842388,6.927805926127451,5.503950432487359
C_1255,5,2.476995768343645,11.516188303065576,10.30567600451137,6.436914826276457,4.29405861764814
C_1256,3,2.7345838134314517,12.198287606599672,12.18130964041942,6.573642617484276,6.180641132391556
C_1257,3,3.151032444262809,13.01370501733936,13.208066225321232,6.5935099981270415,6.018820404601429
C_1258,5,1.6445917750824914,9.8286285244956,9.314930109609245,6.2223698120318005,6.641391228383032
C_1259,5,2.942975795799885,12.66058009932004,12.798670738664384,6.620015319271722,6.180641132391556
C_126,4,2.381348269359065,11.275430330203143,11.189696969652072,6.390495304885114,6.641391228383032
C_1260,5,0.6703419256156978,9.002625924938458,9.024593890364036,6.574145608264216,8.5569044558808
C_1261,5,1.9787074483172384,12.653560827020154,12.724521037095853,7.600850055343456,6.018820404601429
C_1262,5,1.0420591013806992,9.25533299516059,8.965511500692275,6.412504520238636,7.472838364834151
C_1263,2,1.2970631156682209,9.869713167256345,7.76711442718109,6.572131668951808,3.5488114820279844
